% Model:              Q8final.mph
% Version:            COMSOL 5.5.0.292
% Date:               Oct 22 2021, 17:48
% Dimension:          2
% Nodes:              41
% Expressions:        51
% Description:        Dependent variable u
% Length unit:        m
% X                       Y                        u (1) @ t=0              u (1) @ t=0.02           u (1) @ t=0.04           u (1) @ t=0.06           u (1) @ t=0.08           u (1) @ t=0.1            u (1) @ t=0.12           u (1) @ t=0.14           u (1) @ t=0.16           u (1) @ t=0.18           u (1) @ t=0.2            u (1) @ t=0.22           u (1) @ t=0.24           u (1) @ t=0.26           u (1) @ t=0.28           u (1) @ t=0.3            u (1) @ t=0.32           u (1) @ t=0.34           u (1) @ t=0.36           u (1) @ t=0.38           u (1) @ t=0.4            u (1) @ t=0.42           u (1) @ t=0.44           u (1) @ t=0.46           u (1) @ t=0.48           u (1) @ t=0.5            u (1) @ t=0.52           u (1) @ t=0.54           u (1) @ t=0.56           u (1) @ t=0.58           u (1) @ t=0.6            u (1) @ t=0.62           u (1) @ t=0.64           u (1) @ t=0.66           u (1) @ t=0.68           u (1) @ t=0.7            u (1) @ t=0.72           u (1) @ t=0.74           u (1) @ t=0.76           u (1) @ t=0.78           u (1) @ t=0.8            u (1) @ t=0.82           u (1) @ t=0.84           u (1) @ t=0.86           u (1) @ t=0.88           u (1) @ t=0.9            u (1) @ t=0.92           u (1) @ t=0.94           u (1) @ t=0.96           u (1) @ t=0.98           u (1) @ t=1
0                         1.5                      0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.05                      1.5                      0.9500208315940212       0.9973055302490154       1.0139325838230915       0.856111732561964        0.5718418390874033       0.31435579692276505      0.15210591189247577      0.06426875543655985      0.013686717948406178     -0.01948546011017777     -0.0366820157197735      -0.03265683201349188     -0.007955205890205755    0.01710635399997889      0.015932418390850894     -0.018902204164307945    -0.062210816952713785    -0.07391504363730748     -0.04688079217724518     -0.02121887953157908     -0.04114086222506775     -0.09284398003865266     -0.11354367577007246     -0.08493456638586894     -0.06565698775970641     -0.10036175413529931     -0.145007765455703       -0.14612864066299164     -0.13182649105645936     -0.14024007348775164     -0.15802531895126165     -0.17020687300162488     -0.1860664377368423      -0.2007343877350643      -0.19779254400429466     -0.19995027668958326     -0.2019749320113514      -0.2204779126088254      -0.24617942799006617     -0.21580846643602003     -0.20274128517707035     -0.2375932542688655      -0.20786426667583152     -0.16104613562391437     -0.20639024224433694     -0.22007990099332247     -0.12020275153286811     -0.004777207593804594    0.0022284988191138104    -0.09625147637283742     -0.10151708579064653
0.1                       1.5                      0.9001665834945424       0.9042734386481002       0.8884639021888111       0.8713959402974268       0.9217584597637863       0.9819061497475187       0.9165073972466007       0.7118455204312674       0.4696213000280003       0.2725851173859398       0.13451610268841982      0.03494979325545314      -0.039536719544719094    -0.08166817887587226     -0.07998011832971552     -0.04787552614026587     -0.02594876660674083     -0.0449174364811151      -0.09080060298779985     -0.12241783002691523     -0.1249168891029448      -0.12323312886812872     -0.13626208455414587     -0.15481107242100592     -0.1754749216229998      -0.20258812476485855     -0.2147948875885014      -0.2065301439951908      -0.22413429417634706     -0.2723441832699251      -0.29414721246119935     -0.28379267485742465     -0.28871478078108104     -0.31588376762248327     -0.32246865028902366     -0.35646934640486705     -0.34493255839866627     -0.3291900583035846      -0.3766234569554267      -0.3288133202567063      -0.30045896109759745     -0.38030387691216594     -0.33558330902973565     -0.1975636261049614      -0.19702505401951875     -0.2100917997832975      -0.21767320560354578     -0.22972070326069408     -0.18376087748944964     -0.20246454682071455     -0.16133213075097044
0.15000000000000002       1.5                      0.8505618675428541       0.850139195018882        0.8456706668544623       0.8488733433384247       0.8506998384248272       0.8166922361832449       0.7949095020137206       0.8473410588513591       0.9059175488036003       0.8564658695857623       0.6880586843372393       0.47654341014026724      0.28540727313671005      0.12778790068946788      -0.0026322624006711484   -0.09646757751481125     -0.13610201561886717     -0.13067399303398197     -0.1190302982077904      -0.12686948140551713     -0.14491552801900293     -0.16474969001006115     -0.19730272478265795     -0.23349269493372032     -0.24470835024672358     -0.24351079804908235     -0.26407053680137904     -0.3000547741079429      -0.3258320416094897      -0.3324697257834134      -0.33437903906953775     -0.35984978501615905     -0.3894428983015171      -0.4196227377139364      -0.371951619047834       -0.41992318417276453     -0.41992309101050074     -0.36078390733486737     -0.44142071081531825     -0.4082193166120516      -0.3056369796004658      -0.3001250841446205      -0.31084483468018814     -0.3176245257961816      -0.3951572418567059      -0.30014692264285914     -0.25556567835164773     -0.32837725482905156     -0.1963811036678162      -0.14254423478513203     -0.25887083615940476
0.20000000000000004       1.5                      0.8013306691992295       0.8005755846862471       0.7984751912714714       0.7965465654926298       0.7878956244919928       0.7814260805372494       0.7900379297617637       0.7735198727593953       0.7248287681044757       0.7201139264131808       0.779385644418421        0.8111378321117713       0.7377104948720606       0.5765361489394092       0.3864216033274877       0.2002078784820002       0.03016864857666727      -0.10092829136884701     -0.17384659707921601     -0.20435999288616669     -0.22114549743915515     -0.22704910837423478     -0.22392432578061894     -0.23845600914331727     -0.2767403164753404      -0.31520246428324084     -0.3374121760438765      -0.350347619119912       -0.35529897727019205     -0.37606854708062953     -0.400500132227975       -0.43217595324853897     -0.3922038255357073      -0.450221952074714       -0.3996373535828902      -0.43505067812718223     -0.4654960855252978      -0.3642577053110155      -0.3483873447726984      -0.3429186369068017      -0.4061931085568982      -0.41321464080007475     -0.4097742705904233      -0.3431635871491647      -0.3763093320294807      -0.3246866344593914      -0.2560750468025547      -0.3362056497039516      -0.37799942820852966     -0.48336760534683976     -0.5509962665991843
0.25000000000000006       1.5                      0.7525960407353303       0.7518109519378322       0.7497030335942753       0.7460025219196299       0.7403167380592575       0.7364371468587927       0.7255645395594335       0.7100387556304394       0.7139497534571178       0.7101070419850155       0.6630362631151056       0.6251941702297308       0.6535094576416063       0.7013178370771679       0.6829627215708858       0.5765736678466321       0.4127474880648555       0.22114530272851082      0.03206631216367059      -0.11623393964560254     -0.2125451965740554      -0.27559104483603214     -0.3106592357982664      -0.3160518856692         -0.3122001638964232      -0.3257224521596657      -0.3413681826109237      -0.3833592967245233      -0.4012186745757022      -0.43077342923188255     -0.3952602349118552      -0.4503372032689104      -0.38478619394019997     -0.46208585244227507     -0.4310582248141646      -0.3594466406552445      -0.34545774897312426     -0.40119556096620324     -0.4623531585083888      -0.41063771224143963     -0.45089052515040023     -0.3462163017610652      -0.4196241031774329      -0.36494317829493295     -0.2996425671596572      -0.4165061625424         -0.5033727743990772      -0.5597981193544956      -0.5878591413248994      -0.6593230521482756      -0.6422892647819143
0.30000000000000004       1.5                      0.704479793327228        0.7036609215457088       0.7013718824904396       0.6974478346981836       0.6922781289504744       0.6852736693793797       0.6756834839992097       0.6692550503459458       0.655964059981856        0.6342325082241563       0.6318388542424082       0.6310705739129022       0.5887390896196375       0.5389255745338786       0.54393492208526         0.5838444159179483       0.5875834459952687       0.5184883033141939       0.3786264616497445       0.19092995924088607      0.0026322828869320973    -0.14843101675189385     -0.26325909417940074     -0.34011491168288355     -0.37272897525539583     -0.39544371713396737     -0.37096896924068395     -0.39740003785921507     -0.3629872665851801      -0.44039771480935325     -0.38513029132104476     -0.45367919069285567     -0.4081697275614123      -0.35212933093427073     -0.342754522646879       -0.4418951085116208      -0.447687977294176       -0.4223554581563713      -0.42357838293566646     -0.38764692408524465     -0.44147645795645435     -0.33973616776354953     -0.384730076422085       -0.431061859271          -0.541553515893112       -0.6196053052005289      -0.6130024959401369      -0.6690986302392106      -0.6945029667609779      -0.7103961247454468      -0.7173104345413658
0.35000000000000003       1.5                      0.6571021925324929       0.6562500366801122       0.6538437026185977       0.6498245936982955       0.6442826225022137       0.636882345288057        0.6286301637112756       0.6179497478897048       0.6047141296842625       0.5958322264856414       0.5788575271949011       0.5530795301401721       0.547241338349539        0.5442636194595797       0.5026794740155233       0.45115762064683057      0.44517036437425117      0.475232926303751        0.4873222387148711       0.436506060894335        0.308553803852731        0.1335372616684818       -0.0476574823494265      -0.194857835261012       -0.30200437827262716     -0.39620823132505345     -0.3889645776965236      -0.449717755579906       -0.3691799055265042      -0.4031951883550004      -0.37579505534084695     -0.33268686563868416     -0.3590628777693015      -0.43859613374815776     -0.43439518480982003     -0.43111938278619544     -0.4006544414351967      -0.4036102871873142      -0.40401168161128864     -0.40262131907154913     -0.34231342168519335     -0.4493808484172151      -0.5926903385466329      -0.5692642660021046      -0.6488743629384187      -0.6495724859700314      -0.7248082028750124      -0.7185104277273295      -0.7484158161447799      -0.756963260121212       -0.7826242464407983
0.4                       1.5                      0.6105816576789184       0.6097053170711256       0.6072284992456696       0.6031120939718791       0.5973578299252589       0.5900077498882741       0.581106434519706        0.5702900083449476       0.5591962882693445       0.5445274194713395       0.5288155878103654       0.5178683358177903       0.4959970098699804       0.4689156391572762       0.46325906654427174      0.45548960099358027      0.4123939772222323       0.36453240230967         0.35650998565185144      0.3836935718336217       0.4024495740056143       0.3571163744764226       0.22195988559855986      0.07812944965897106      -0.09234169049738915     -0.23939229940909748     -0.3104141975131171      -0.3847840814210098      -0.41064546268643043     -0.35206865532522247     -0.3396529737638607      -0.3872611515239992      -0.4188708326848297      -0.40616671400016346     -0.40659499518517006     -0.41853806687898043     -0.36692065754834213     -0.38289954273126664     -0.3703150120059271      -0.4467429867017394      -0.5363960119257806      -0.5836624177564896      -0.5959336396849484      -0.676012738227847       -0.6892104078587126      -0.721312876276689       -0.7506312792757153      -0.7805809004901201      -0.7061131940330646      -0.8395501362420116      -0.7524123922706845
0.45                      1.5                      0.5650344658761516       0.5641458628721489       0.5616356617025176       0.5574668348756823       0.5516513434407005       0.544242747956324        0.5351852787467345       0.524782707085512        0.5125816113144432       0.4991341549773632       0.48545758959269236      0.4671672221967711       0.45135976694586144      0.43817724441675826      0.41163156854897487      0.38803509383254176      0.38513914708651703      0.3718314480690931       0.32691853813860433      0.28507033784082886      0.29523914814104685      0.32943978163980386      0.32261111794235275      0.3125306218443599       0.15513862276857807      0.045820894384377156     -0.12434445105730807     -0.20367238988075903     -0.26700494648990414     -0.3849344488485925      -0.4424691714184275      -0.4147807334937439      -0.4139229339084127      -0.35794693072267236     -0.3465732603454838      -0.3708721474519098      -0.38667925458602426     -0.3891649220340068      -0.49692693862976317     -0.5380023890322829      -0.6107311843200268      -0.6487852208472167      -0.6880294708083706      -0.6559775464991237      -0.7266914360869239      -0.7740289865866097      -0.7559123769845957      -0.765590604229258       -0.7804951858397917      -0.7434730527612811      -0.7950610976836154
