0	9.942648	-0.003023455
1.028125	9.942718	-0.00330262
2.05625	9.942442	-0.003192175
3.084375	9.9428395	-0.003238795
4.1125	9.9626345	-0.00315018
5.140625	9.983972	-0.002962405
6.16875	9.9430525	-0.00322307
7.196875	9.922397	-0.003136675
8.225	9.9845195	-0.003004215
9.253125	9.984487	-0.0030414
10.28125	9.9841195	-0.002991635
11.309375	9.942846	-0.003023455
12.3375	9.9636255	-0.00317497
13.365625	9.942905	-0.00291412
14.39375	9.943564	-0.003126685
15.421875	9.9636955	-0.003259885
16.45	9.9637595	-0.003128165
17.478125	9.963529	-0.003152955
18.50625	9.9631625	-0.003131495
19.534375	9.943091	-0.002936505
20.5625	9.9836835	-0.003099675
21.590625	9.98376	-0.00292152
22.61875	9.9841875	-0.002999405
23.646875	10.004519	-0.00313353
24.675	9.9634515	-0.00297961
25.703125	9.963689	-0.00316239
