0	7.341305	-0.002887
1.028125	7.229253	-0.002882
2.05625	7.341234	-0.002965
3.084375	7.229141	-0.003067
4.1125	7.341285	-0.002793
5.140625	7.451516	-0.002801
6.16875	7.341008	-0.003382
7.196875	7.228949	-0.002949
8.225	7.45158	-0.002931
9.253125	7.667871	-0.002966
10.28125	7.341493	-0.002909
11.309375	7.229045	-0.002774
12.3375	7.229267	-0.002608
13.365625	7.341419	-0.002479
14.39375	7.560286	-0.002646
15.421875	7.451381	-0.002928
16.45	7.340955	-0.002836
17.478125	7.56052	-0.002727
18.50625	7.229149	-0.003096
19.534375	7.340868	-0.002747
20.5625	7.451531	-0.002761
21.590625	7.451227	-0.002658
22.61875	7.667447	-0.002673
23.646875	7.667639	-0.002717
24.675	7.560154	-0.003124
25.703125	7.451468	-0.002907
