0	9.837066	-1.205838695
1.013559	9.8368635	-1.12994041
2.027119	9.857693	-0.94988805
3.040678	9.8162585	-0.846552785
4.054237	9.857792	-0.86254141
5.067797	9.837099	-1.175211575
6.081356	9.8786935	-1.211279175
7.094915	9.8786705	-1.242501255
8.108475	9.816835	-1.156123275
9.122034	9.8166325	-0.69300963
10.135593	9.858097	-0.524420795
11.149153	9.8993385	-1.0638203
12.162712	9.8788085	-1.22277859
13.176271	9.8784275	-0.89823309
14.189831	9.836985	-0.737609245
15.20339	9.920177	-0.660997785
16.216949	9.837234	-1.01374931
17.230508	9.8580145	-1.14384908
18.244068	9.8782595	-1.316171215
19.257627	9.8582115	-0.999404225
20.271186	9.898891	-1.237937675
21.284746	9.878763	-1.37439608
22.298305	9.8584005	-0.43885219
23.311864	9.8577665	-0.37455655
24.325424	9.8580575	-0.98296975
25.338983	9.8374625	-1.03733052
